Time(s), z(m), vz(m/s), vp(m/s)
2.26702e-07,0.0168941,-27388.8,0
2.26802e-07,0.0168914,-27400.9,0
2.26902e-07,0.0168886,-27413,0
2.27002e-07,0.0168859,-27425.1,0
2.27102e-07,0.0168831,-27437.1,0
2.27202e-07,0.0168804,-27449.2,0
2.27302e-07,0.0168776,-27461.3,0
2.27402e-07,0.0168749,-27473.4,0
2.27502e-07,0.0168722,-27485.4,0
2.27602e-07,0.0168694,-27497.5,0
2.27702e-07,0.0168667,-27509.6,0
2.27802e-07,0.0168639,-27521.7,0
2.27902e-07,0.0168611,-27533.8,0
2.28002e-07,0.0168584,-27545.8,0
2.28102e-07,0.0168556,-27557.9,0
2.28202e-07,0.0168529,-27570,0
2.28302e-07,0.0168501,-27582.1,0
2.28402e-07,0.0168474,-27594.1,0
2.28502e-07,0.0168446,-27606.2,0
2.28602e-07,0.0168418,-27618.3,0
2.28702e-07,0.0168391,-27630.4,0
2.28802e-07,0.0168363,-27642.4,0
2.28902e-07,0.0168336,-27654.5,0
2.29002e-07,0.0168308,-27666.6,0
2.29102e-07,0.016828,-27678.7,0
2.29202e-07,0.0168253,-27690.7,0
2.29303e-07,0.0168225,-27702.8,0
2.29403e-07,0.0168197,-27714.9,0
2.29503e-07,0.0168169,-27727,0
2.29603e-07,0.0168142,-27739,0
2.29703e-07,0.0168114,-27751.1,0
2.29803e-07,0.0168086,-27763.2,0
2.29903e-07,0.0168058,-27775.3,0
2.30003e-07,0.0168031,-27787.3,0
2.30103e-07,0.0168003,-27799.4,0
2.30203e-07,0.0167975,-27811.5,0
2.30303e-07,0.0167947,-27823.6,0
2.30403e-07,0.0167919,-27835.7,0
2.30503e-07,0.0167892,-27847.7,0
2.30603e-07,0.0167864,-27859.8,0
2.30703e-07,0.0167836,-27871.9,0
2.30803e-07,0.0167808,-27884,0
2.30903e-07,0.016778,-27896,0
2.31003e-07,0.0167752,-27908.1,0
2.31103e-07,0.0167724,-27920.2,0
2.31203e-07,0.0167696,-27932.3,0
2.31303e-07,0.0167668,-27944.3,0
2.31403e-07,0.016764,-27956.4,0
2.31503e-07,0.0167612,-27968.5,0
2.31603e-07,0.0167584,-27980.6,0
2.31703e-07,0.0167556,-27992.6,0
2.31803e-07,0.0167528,-28004.7,0
2.31903e-07,0.01675,-28016.8,0
2.32003e-07,0.0167472,-28028.9,0
2.32103e-07,0.0167444,-28040.9,0
2.32203e-07,0.0167416,-28053,0
2.32303e-07,0.0167388,-28065.1,0
2.32403e-07,0.016736,-28077.2,0
2.32503e-07,0.0167332,-28089.3,0
2.32603e-07,0.0167304,-28101.3,0
2.32703e-07,0.0167276,-28113.4,0
2.32803e-07,0.0167248,-28125.5,0
2.32903e-07,0.016722,-28137.6,0
2.33003e-07,0.0167192,-28149.6,0
2.33103e-07,0.0167163,-28161.7,0
2.33203e-07,0.0167135,-28173.8,0
2.33303e-07,0.0167107,-28185.9,0
2.33403e-07,0.0167079,-28197.9,0
2.33503e-07,0.0167051,-28210,0
2.33603e-07,0.0167022,-28222.1,0
2.33703e-07,0.0166994,-28234.2,0
2.33803e-07,0.0166966,-28246.2,0
2.33903e-07,0.0166938,-28258.3,0
2.34003e-07,0.0166909,-28270.4,0
2.34103e-07,0.0166881,-28282.5,0
2.34203e-07,0.0166853,-28294.5,0
2.34303e-07,0.0166825,-28306.6,0
2.34403e-07,0.0166796,-28318.7,0
2.34503e-07,0.0166768,-28330.8,0
2.34603e-07,0.016674,-28342.9,0
2.34703e-07,0.0166711,-28354.9,0
2.34803e-07,0.0166683,-28367,0
2.34903e-07,0.0166655,-28379.1,0
2.35003e-07,0.0166626,-28391.2,0
2.35103e-07,0.0166598,-28403.2,0
2.35203e-07,0.0166569,-28415.3,0
2.35303e-07,0.0166541,-28427.4,0
2.35403e-07,0.0166512,-28439.5,0
2.35503e-07,0.0166484,-28451.5,0
2.35603e-07,0.0166456,-28463.6,0
2.35703e-07,0.0166427,-28475.7,0
2.35803e-07,0.0166399,-28487.8,0
2.35903e-07,0.016637,-28499.8,0
2.36003e-07,0.0166342,-28511.9,0
2.36103e-07,0.0166313,-28524,0
2.36203e-07,0.0166285,-28536.1,0
2.36303e-07,0.0166256,-28548.1,0
2.36403e-07,0.0166227,-28560.2,0
2.36503e-07,0.0166199,-28572.3,0
2.36603e-07,0.016617,-28584.4,0
2.36703e-07,0.0166142,-28596.5,0
2.36803e-07,0.0166113,-28608.5,0
2.36903e-07,0.0166085,-28620.6,0
2.37003e-07,0.0166056,-28632.7,0
2.37103e-07,0.0166027,-28644.8,0
2.37203e-07,0.0165999,-28656.8,0
2.37303e-07,0.016597,-28668.9,0
2.37403e-07,0.0165941,-28681,0
2.37503e-07,0.0165913,-28693.1,0
2.37603e-07,0.0165884,-28705.1,0
2.37703e-07,0.0165855,-28717.2,0
2.37803e-07,0.0165826,-28729.3,0
2.37903e-07,0.0165798,-28741.4,0
2.38003e-07,0.0165769,-28753.4,0
2.38103e-07,0.016574,-28765.5,0
2.38203e-07,0.0165711,-28777.6,0
2.38303e-07,0.0165683,-28789.7,0
2.38403e-07,0.0165654,-28801.7,0
2.38503e-07,0.0165625,-28813.8,0
2.38603e-07,0.0165596,-28825.9,0
2.38703e-07,0.0165567,-28838,0
2.38803e-07,0.0165539,-28850.1,0
2.38903e-07,0.016551,-28862.1,0
2.39003e-07,0.0165481,-28874.2,0
2.39103e-07,0.0165452,-28886.3,0
2.39203e-07,0.0165423,-28898.4,0
2.39303e-07,0.0165394,-28910.4,0
2.39403e-07,0.0165365,-28922.5,0
2.39503e-07,0.0165336,-28934.6,0
2.39603e-07,0.0165307,-28946.7,0
2.39703e-07,0.0165278,-28958.7,0
2.39802e-07,0.0165249,-28970.8,0
2.39902e-07,0.016522,-28982.9,0
2.40002e-07,0.0165191,-28995,0
2.40102e-07,0.0165162,-29007,0
2.40202e-07,0.0165133,-29019.1,0
2.40302e-07,0.0165104,-29031.2,0
2.40402e-07,0.0165075,-29043.3,0
2.40502e-07,0.0165046,-29055.3,0
2.40602e-07,0.0165017,-29067.4,0
2.40702e-07,0.0164988,-29079.5,0
2.40802e-07,0.0164959,-29091.6,0
2.40902e-07,0.016493,-29103.7,0
2.41002e-07,0.0164901,-29115.7,0
2.41102e-07,0.0164872,-29127.8,0
2.41202e-07,0.0164843,-29139.9,0
2.41302e-07,0.0164814,-29152,0
2.41402e-07,0.0164784,-29164,0
2.41502e-07,0.0164755,-29176.1,0
2.41602e-07,0.0164726,-29188.2,0
2.41702e-07,0.0164697,-29200.3,0
2.41802e-07,0.0164668,-29212.3,0
2.41902e-07,0.0164638,-29224.4,0
2.42002e-07,0.0164609,-29236.5,0
2.42102e-07,0.016458,-29248.6,0
2.42202e-07,0.0164551,-29260.6,0
2.42302e-07,0.0164521,-29272.7,0
2.42402e-07,0.0164492,-29284.8,0
2.42502e-07,0.0164463,-29296.9,0
2.42602e-07,0.0164434,-29308.9,0
2.42702e-07,0.0164404,-29321,0
2.42802e-07,0.0164375,-29333.1,0
2.42902e-07,0.0164346,-29345.2,0
2.43002e-07,0.0164316,-29357.3,0
2.43102e-07,0.0164287,-29369.3,0
2.43202e-07,0.0164257,-29381.4,0
2.43302e-07,0.0164228,-29393.5,0
2.43402e-07,0.0164199,-29405.6,0
2.43502e-07,0.0164169,-29417.6,0
2.43602e-07,0.016414,-29429.7,0
2.43702e-07,0.016411,-29441.8,0
2.43802e-07,0.0164081,-29453.9,0
2.43902e-07,0.0164052,-29465.9,0
2.44002e-07,0.0164022,-29478,0
2.44102e-07,0.0163993,-29490.1,0
2.44202e-07,0.0163963,-29502.2,0
2.44302e-07,0.0163934,-29514.2,0
2.44402e-07,0.0163904,-29526.3,0
2.44502e-07,0.0163874,-29538.4,0
2.44602e-07,0.0163845,-29550.5,0
2.44702e-07,0.0163815,-29562.5,0
2.44802e-07,0.0163786,-29574.6,0
2.44902e-07,0.0163756,-29586.7,0
2.45002e-07,0.0163727,-29598.8,0
2.45102e-07,0.0163697,-29610.9,0
2.45202e-07,0.0163667,-29622.9,0
2.45302e-07,0.0163638,-29635,0
2.45402e-07,0.0163608,-29647.1,0
2.45502e-07,0.0163579,-29659.2,0
2.45602e-07,0.0163549,-29671.2,0
2.45702e-07,0.0163519,-29683.3,0
2.45802e-07,0.0163489,-29695.4,0
2.45902e-07,0.016346,-29707.5,0
2.46002e-07,0.016343,-29719.5,0
2.46102e-07,0.01634,-29731.6,0
2.46202e-07,0.0163371,-29743.7,0
2.46302e-07,0.0163341,-29755.8,0
2.46402e-07,0.0163311,-29767.8,0
2.46502e-07,0.0163281,-29779.9,0
2.46602e-07,0.0163252,-29792,0
2.46702e-07,0.0163222,-29804.1,0
2.46802e-07,0.0163192,-29816.1,0
2.46902e-07,0.0163162,-29828.2,0
2.47002e-07,0.0163132,-29840.3,0
2.47102e-07,0.0163102,-29852.4,0
2.47202e-07,0.0163073,-29864.5,0
2.47302e-07,0.0163043,-29876.5,0
2.47402e-07,0.0163013,-29888.6,0
2.47502e-07,0.0162983,-29900.7,0
2.47602e-07,0.0162953,-29912.8,0
2.47702e-07,0.0162923,-29924.8,0
2.47801e-07,0.0162893,-29936.9,0
2.47901e-07,0.0162863,-29949,0
2.48001e-07,0.0162833,-29961.1,0
2.48101e-07,0.0162803,-29973.1,0
2.48201e-07,0.0162773,-29985.2,0
2.48301e-07,0.0162743,-29997.3,0
2.48401e-07,0.0162713,-30009.4,0
2.48501e-07,0.0162683,-30021.4,0
2.48601e-07,0.0162653,-30033.5,0
2.48701e-07,0.0162623,-30045.6,0
2.48801e-07,0.0162593,-30057.7,0
2.48901e-07,0.0162563,-30069.7,0
2.49001e-07,0.0162533,-30081.8,0
2.49101e-07,0.0162503,-30093.9,0
2.49201e-07,0.0162473,-30106,0
2.49301e-07,0.0162443,-30118.1,0
2.49401e-07,0.0162413,-30130.1,0
2.49501e-07,0.0162382,-30142.2,0
2.49601e-07,0.0162352,-30154.3,0
2.49701e-07,0.0162322,-30166.4,0
2.49801e-07,0.0162292,-30178.4,0
2.49901e-07,0.0162262,-30190.5,0
2.50001e-07,0.0162232,-30202.6,0
2.50101e-07,0.0162201,-30214.7,0
2.50201e-07,0.0162171,-30226.7,0
2.50301e-07,0.0162141,-30238.8,0
2.50401e-07,0.0162111,-30250.9,0
2.50501e-07,0.016208,-30263,0
2.50601e-07,0.016205,-30275,0
2.50701e-07,0.016202,-30287.1,0
2.50801e-07,0.016199,-30299.2,0
2.50901e-07,0.0161959,-30311.3,0
2.51001e-07,0.0161929,-30323.3,0
2.51101e-07,0.0161899,-30335.4,0
2.51201e-07,0.0161868,-30347.5,0
2.51301e-07,0.0161838,-30359.6,0
2.51401e-07,0.0161808,-30371.7,0
2.51501e-07,0.0161777,-30383.7,0
2.51601e-07,0.0161747,-30395.8,0
2.51701e-07,0.0161716,-30407.9,0
2.51801e-07,0.0161686,-30420,0
2.51901e-07,0.0161656,-30432,0
2.52001e-07,0.0161625,-30444.1,0
2.52101e-07,0.0161595,-30456.2,0
2.52201e-07,0.0161564,-30468.3,0
2.52301e-07,0.0161534,-30480.3,0
2.52401e-07,0.0161503,-30492.4,0
2.52501e-07,0.0161473,-30504.5,0
2.52601e-07,0.0161442,-30516.6,0
2.52701e-07,0.0161412,-30528.6,0
2.52801e-07,0.0161381,-30540.7,0
2.52901e-07,0.0161351,-30552.8,0
2.53001e-07,0.016132,-30564.9,0
2.53101e-07,0.016129,-30576.9,0
2.53201e-07,0.0161259,-30589,0
2.53301e-07,0.0161228,-30601.1,0
2.53401e-07,0.0161198,-30613.2,0
2.53501e-07,0.0161167,-30625.2,0
2.53601e-07,0.0161136,-30637.3,0
2.53701e-07,0.0161106,-30649.4,0
2.53801e-07,0.0161075,-30661.5,0
2.53901e-07,0.0161045,-30673.6,0
2.54001e-07,0.0161014,-30685.6,0
2.54101e-07,0.0160983,-30697.7,0
2.54201e-07,0.0160952,-30709.8,0
2.54301e-07,0.0160922,-30721.9,0
2.54401e-07,0.0160891,-30733.9,0
2.54501e-07,0.016086,-30746,0
2.54601e-07,0.016083,-30758.1,0
2.54701e-07,0.0160799,-30770.2,0
2.54801e-07,0.0160768,-30782.2,0
2.54901e-07,0.0160737,-30794.3,0
2.55001e-07,0.0160706,-30806.4,0
2.55101e-07,0.0160676,-30818.5,0
2.55201e-07,0.0160645,-30830.5,0
2.55301e-07,0.0160614,-30842.6,0
2.55401e-07,0.0160583,-30854.7,0
2.55501e-07,0.0160552,-30866.8,0
2.55601e-07,0.0160521,-30878.8,0
2.55701e-07,0.016049,-30890.9,0
2.55801e-07,0.016046,-30903,0
2.559e-07,0.0160429,-30915.1,0
2.56e-07,0.0160398,-30927.2,0
2.561e-07,0.0160367,-30939.2,0
2.562e-07,0.0160336,-30951.3,0
2.563e-07,0.0160305,-30963.4,0
2.564e-07,0.0160274,-30975.5,0
2.565e-07,0.0160243,-30987.5,0
2.566e-07,0.0160212,-30999.6,0
2.567e-07,0.0160181,-31011.7,0
2.568e-07,0.016015,-31023.8,0
2.569e-07,0.0160119,-31035.8,0
2.57e-07,0.0160088,-31047.9,0
2.571e-07,0.0160057,-31060,0
2.572e-07,0.0160026,-31072.1,0
2.573e-07,0.0159995,-31084.1,0
2.574e-07,0.0159964,-31096.2,0
2.575e-07,0.0159932,-31108.3,0
2.576e-07,0.0159901,-31120.4,0
2.577e-07,0.015987,-31132.4,0
2.578e-07,0.0159839,-31144.5,0
2.579e-07,0.0159808,-31156.6,0
2.58e-07,0.0159777,-31168.7,0
2.581e-07,0.0159746,-31180.8,0
2.582e-07,0.0159714,-31192.8,0
2.583e-07,0.0159683,-31204.9,0
2.584e-07,0.0159652,-31217,0
2.585e-07,0.0159621,-31229.1,0
2.586e-07,0.015959,-31241.1,0
2.587e-07,0.0159558,-31253.2,0
2.588e-07,0.0159527,-31265.3,0
2.589e-07,0.0159496,-31277.4,0
2.59e-07,0.0159464,-31289.4,0
2.591e-07,0.0159433,-31301.5,0
2.592e-07,0.0159402,-31313.6,0
2.593e-07,0.0159371,-31325.7,0
2.594e-07,0.0159339,-31337.7,0
2.595e-07,0.0159308,-31349.8,0
2.596e-07,0.0159277,-31361.9,0
2.597e-07,0.0159245,-31374,0
2.598e-07,0.0159214,-31386,0
2.599e-07,0.0159182,-31398.1,0
2.6e-07,0.0159151,-31410.2,0
2.601e-07,0.015912,-31422.3,0
2.602e-07,0.0159088,-31434.4,0
2.603e-07,0.0159057,-31446.4,0
2.604e-07,0.0159025,-31458.5,0
2.605e-07,0.0158994,-31470.6,0
2.606e-07,0.0158962,-31482.7,0
2.607e-07,0.0158931,-31494.7,0
2.608e-07,0.0158899,-31506.8,0
2.609e-07,0.0158868,-31518.9,0
2.61e-07,0.0158836,-31531,0
2.611e-07,0.0158805,-31543,0
2.612e-07,0.0158773,-31555.1,0
2.613e-07,0.0158742,-31567.2,0
2.614e-07,0.015871,-31579.3,0
2.615e-07,0.0158678,-31591.3,0
2.616e-07,0.0158647,-31603.4,0
2.617e-07,0.0158615,-31615.5,0
2.618e-07,0.0158584,-31627.6,0
2.619e-07,0.0158552,-31639.6,0
2.62e-07,0.015852,-31651.7,0
2.621e-07,0.0158489,-31663.8,0
2.622e-07,0.0158457,-31675.9,0
2.623e-07,0.0158425,-31688,0
2.624e-07,0.0158394,-31700,0
2.625e-07,0.0158362,-31712.1,0
2.626e-07,0.015833,-31724.2,0
2.627e-07,0.0158298,-31736.3,0
2.628e-07,0.0158267,-31748.3,0
2.629e-07,0.0158235,-31760.4,0
2.63e-07,0.0158203,-31772.5,0
2.631e-07,0.0158171,-31784.6,0
2.632e-07,0.015814,-31796.6,0
2.633e-07,0.0158108,-31808.7,0
2.634e-07,0.0158076,-31820.8,0
2.635e-07,0.0158044,-31832.9,0
2.636e-07,0.0158012,-31844.9,0
2.637e-07,0.0157981,-31857,0
2.638e-07,0.0157949,-31869.1,0
2.63899e-07,0.0157917,-31881.2,0
2.63999e-07,0.0157885,-31893.2,0
2.64099e-07,0.0157853,-31905.3,0
2.64199e-07,0.0157821,-31917.4,0
2.64299e-07,0.0157789,-31929.5,0
2.64399e-07,0.0157757,-31941.6,0
2.64499e-07,0.0157725,-31953.6,0
2.64599e-07,0.0157693,-31965.7,0
2.64699e-07,0.0157661,-31977.8,0
2.64799e-07,0.0157629,-31989.9,0
2.64899e-07,0.0157597,-32001.9,0
2.64999e-07,0.0157565,-32014,0
2.65099e-07,0.0157533,-32026.1,0
2.65199e-07,0.0157501,-32038.2,0
2.65299e-07,0.0157469,-32050.2,0
2.65399e-07,0.0157437,-32062.3,0
2.65499e-07,0.0157405,-32074.4,0
2.65599e-07,0.0157373,-32086.5,0
2.65699e-07,0.0157341,-32098.5,0
2.65799e-07,0.0157309,-32110.6,0
2.65899e-07,0.0157277,-32122.7,0
2.65999e-07,0.0157245,-32134.8,0
2.66099e-07,0.0157212,-32146.8,0
2.66199e-07,0.015718,-32158.9,0
2.66299e-07,0.0157148,-32171,0
2.66399e-07,0.0157116,-32183.1,0
2.66499e-07,0.0157084,-32195.2,0
2.66599e-07,0.0157052,-32207.2,0
2.66699e-07,0.0157019,-32219.3,0
2.66799e-07,0.0156987,-32231.4,0
2.66899e-07,0.0156955,-32243.5,0
2.66999e-07,0.0156923,-32255.5,0
2.67099e-07,0.015689,-32267.6,0
2.67199e-07,0.0156858,-32279.7,0
2.67299e-07,0.0156826,-32291.8,0
2.67399e-07,0.0156794,-32303.8,0
2.67499e-07,0.0156761,-32315.9,0
2.67599e-07,0.0156729,-32328,0
2.67699e-07,0.0156697,-32340.1,0
2.67799e-07,0.0156664,-32352.1,0
2.67899e-07,0.0156632,-32364.2,0
2.67999e-07,0.01566,-32376.3,0
2.68099e-07,0.0156567,-32388.4,0
2.68199e-07,0.0156535,-32400.4,0
2.68299e-07,0.0156502,-32412.5,0
2.68399e-07,0.015647,-32424.6,0
2.68499e-07,0.0156437,-32436.7,0
2.68599e-07,0.0156405,-32448.8,0
2.68699e-07,0.0156373,-32460.8,0
2.68799e-07,0.015634,-32472.9,0
2.68899e-07,0.0156308,-32485,0
2.68999e-07,0.0156275,-32497.1,0
2.69099e-07,0.0156243,-32509.1,0
2.69199e-07,0.015621,-32521.2,0
2.69299e-07,0.0156178,-32533.3,0
2.69399e-07,0.0156145,-32545.4,0
2.69499e-07,0.0156113,-32557.4,0
2.69599e-07,0.015608,-32569.5,0
2.69699e-07,0.0156047,-32581.6,0
2.69799e-07,0.0156015,-32593.7,0
2.69899e-07,0.0155982,-32605.7,0
2.69999e-07,0.015595,-32617.8,0
2.70099e-07,0.0155917,-32629.9,0
2.70199e-07,0.0155884,-32642,0
2.70299e-07,0.0155852,-32654,0
2.70399e-07,0.0155819,-32666.1,0
2.70499e-07,0.0155786,-32678.2,0
2.70599e-07,0.0155754,-32690.3,0
2.70699e-07,0.0155721,-32702.4,0
2.70799e-07,0.0155688,-32714.4,0
2.70899e-07,0.0155656,-32726.5,0
2.70999e-07,0.0155623,-32738.6,0
2.71099e-07,0.015559,-32750.7,0
2.71199e-07,0.0155557,-32762.7,0
2.71299e-07,0.0155525,-32774.8,0
2.71399e-07,0.0155492,-32786.9,0
2.71499e-07,0.0155459,-32799,0
2.71599e-07,0.0155426,-32811,0
2.71699e-07,0.0155393,-32823.1,0
2.71799e-07,0.015536,-32835.2,0
2.71899e-07,0.0155328,-32847.3,0
2.71998e-07,0.0155295,-32859.4,0
2.72098e-07,0.0155262,-32871.4,0
2.72198e-07,0.0155229,-32883.5,0
2.72298e-07,0.0155196,-32895.6,0
2.72398e-07,0.0155163,-32907.7,0
2.72498e-07,0.015513,-32919.7,0
2.72598e-07,0.0155097,-32931.8,0
2.72698e-07,0.0155064,-32943.9,0
2.72798e-07,0.0155032,-32956,0
2.72898e-07,0.0154999,-32968.1,0
2.72998e-07,0.0154966,-32980.1,0
2.73098e-07,0.0154933,-32992.2,0
2.73198e-07,0.01549,-33004.3,0
2.73298e-07,0.0154867,-33016.4,0
2.73398e-07,0.0154834,-33028.4,0
2.73498e-07,0.0154801,-33040.5,0
2.73598e-07,0.0154768,-33052.6,0
2.73698e-07,0.0154734,-33064.7,0
2.73798e-07,0.0154701,-33076.8,0
2.73898e-07,0.0154668,-33088.8,0
2.73998e-07,0.0154635,-33100.9,0
2.74098e-07,0.0154602,-33113,0
2.74198e-07,0.0154569,-33125.1,0
2.74298e-07,0.0154536,-33137.2,0
2.74398e-07,0.0154503,-33149.2,0
2.74498e-07,0.015447,-33161.3,0
2.74598e-07,0.0154436,-33173.4,0
2.74698e-07,0.0154403,-33185.5,0
2.74798e-07,0.015437,-33197.5,0
2.74898e-07,0.0154337,-33209.6,0
2.74998e-07,0.0154304,-33221.7,0
2.75098e-07,0.015427,-33233.8,0
2.75198e-07,0.0154237,-33245.9,0
2.75298e-07,0.0154204,-33257.9,0
2.75398e-07,0.0154171,-33270,0
2.75498e-07,0.0154137,-33282.1,0
2.75598e-07,0.0154104,-33294.2,0
2.75698e-07,0.0154071,-33306.2,0
2.75798e-07,0.0154037,-33318.3,0
2.75898e-07,0.0154004,-33330.4,0
2.75998e-07,0.0153971,-33342.5,0
2.76098e-07,0.0153937,-33354.6,0
2.76198e-07,0.0153904,-33366.6,0
2.76298e-07,0.0153871,-33378.7,0
2.76398e-07,0.0153837,-33390.8,0
2.76498e-07,0.0153804,-33402.9,0
2.76598e-07,0.015377,-33414.9,0
2.76698e-07,0.0153737,-33427,0
2.76798e-07,0.0153704,-33439.1,0
2.76898e-07,0.015367,-33451.2,0
2.76998e-07,0.0153637,-33463.3,0
2.77098e-07,0.0153603,-33475.3,0
2.77198e-07,0.015357,-33487.4,0
2.77298e-07,0.0153536,-33499.5,0
2.77398e-07,0.0153503,-33511.6,0
2.77498e-07,0.0153469,-33523.7,0
2.77598e-07,0.0153436,-33535.7,0
2.77698e-07,0.0153402,-33547.8,0
2.77798e-07,0.0153369,-33559.9,0
2.77898e-07,0.0153335,-33572,0
2.77998e-07,0.0153301,-33584,0
2.78098e-07,0.0153268,-33596.1,0
2.78198e-07,0.0153234,-33608.2,0
2.78298e-07,0.0153201,-33620.3,0
2.78398e-07,0.0153167,-33632.4,0
2.78498e-07,0.0153133,-33644.4,0
2.78598e-07,0.01531,-33656.5,0
2.78698e-07,0.0153066,-33668.6,0
2.78798e-07,0.0153032,-33680.7,0
2.78898e-07,0.0152999,-33692.7,0
2.78998e-07,0.0152965,-33704.8,0
2.79098e-07,0.0152931,-33716.9,0
2.79198e-07,0.0152898,-33729,0
2.79298e-07,0.0152864,-33741.1,0
2.79398e-07,0.015283,-33753.1,0
2.79498e-07,0.0152796,-33765.2,0
2.79598e-07,0.0152763,-33777.3,0
2.79698e-07,0.0152729,-33789.4,0
2.79798e-07,0.0152695,-33801.4,0
2.79898e-07,0.0152661,-33813.5,0
2.79997e-07,0.0152627,-33825.6,0
2.80097e-07,0.0152594,-33837.7,0
2.80197e-07,0.015256,-33849.8,0
2.80297e-07,0.0152526,-33861.8,0
2.80397e-07,0.0152492,-33873.9,0
2.80497e-07,0.0152458,-33886,0
2.80597e-07,0.0152424,-33898.1,0
2.80697e-07,0.015239,-33910.2,0
2.80797e-07,0.0152356,-33922.2,0
2.80897e-07,0.0152322,-33934.3,0
2.80997e-07,0.0152289,-33946.4,0
2.81097e-07,0.0152255,-33958.5,0
2.81197e-07,0.0152221,-33970.5,0
2.81297e-07,0.0152187,-33982.6,0
2.81397e-07,0.0152153,-33994.7,0
2.81497e-07,0.0152119,-34006.8,0
2.81597e-07,0.0152085,-34018.9,0
2.81697e-07,0.0152051,-34030.9,0
2.81797e-07,0.0152017,-34043,0
2.81897e-07,0.0151983,-34055.1,0
2.81997e-07,0.0151948,-34067.2,0
2.82097e-07,0.0151914,-34079.2,0
2.82197e-07,0.015188,-34091.3,0
2.82297e-07,0.0151846,-34103.4,0
2.82397e-07,0.0151812,-34115.5,0
2.82497e-07,0.0151778,-34127.6,0
2.82597e-07,0.0151744,-34139.6,0
2.82697e-07,0.015171,-34151.7,0
2.82797e-07,0.0151676,-34163.8,0
2.82897e-07,0.0151641,-34175.9,0
2.82997e-07,0.0151607,-34187.9,0
2.83097e-07,0.0151573,-34200,0
2.83197e-07,0.0151539,-34212.1,0
2.83297e-07,0.0151505,-34224.2,0
2.83397e-07,0.015147,-34236.3,0
2.83497e-07,0.0151436,-34248.3,0
2.83597e-07,0.0151402,-34260.4,0
2.83697e-07,0.0151368,-34272.5,0
2.83797e-07,0.0151333,-34284.6,0
2.83897e-07,0.0151299,-34296.7,0
2.83997e-07,0.0151265,-34308.7,0
2.84097e-07,0.015123,-34320.8,0
2.84197e-07,0.0151196,-34332.9,0
2.84297e-07,0.0151162,-34345,0
2.84397e-07,0.0151127,-34357,0
2.84497e-07,0.0151093,-34369.1,0
2.84597e-07,0.0151059,-34381.2,0
2.84697e-07,0.0151024,-34393.3,0
2.84797e-07,0.015099,-34405.4,0
2.84897e-07,0.0150955,-34417.4,0
2.84997e-07,0.0150921,-34429.5,0
2.85097e-07,0.0150887,-34441.6,0
2.85197e-07,0.0150852,-34453.7,0
2.85297e-07,0.0150818,-34465.7,0
2.85397e-07,0.0150783,-34477.8,0
2.85497e-07,0.0150749,-34489.9,0
2.85597e-07,0.0150714,-34502,0
2.85697e-07,0.015068,-34514.1,0
2.85797e-07,0.0150645,-34526.1,0
2.85897e-07,0.0150611,-34538.2,0
2.85997e-07,0.0150576,-34550.3,0
2.86097e-07,0.0150542,-34562.4,0
2.86197e-07,0.0150507,-34574.4,0
2.86297e-07,0.0150472,-34586.5,0
2.86397e-07,0.0150438,-34598.6,0
2.86497e-07,0.0150403,-34610.7,0
2.86597e-07,0.0150369,-34622.8,0
2.86697e-07,0.0150334,-34634.8,0
2.86797e-07,0.0150299,-34646.9,0
2.86897e-07,0.0150265,-34659,0
2.86997e-07,0.015023,-34671.1,0
2.87097e-07,0.0150195,-34683.2,0
2.87197e-07,0.0150161,-34695.2,0
2.87297e-07,0.0150126,-34707.3,0
2.87397e-07,0.0150091,-34719.4,0
2.87497e-07,0.0150057,-34731.5,0
2.87597e-07,0.0150022,-34743.5,0
2.87697e-07,0.0149987,-34755.6,0
2.87797e-07,0.0149952,-34767.7,0
2.87897e-07,0.0149917,-34779.8,0
2.87996e-07,0.0149883,-34791.9,0
2.88096e-07,0.0149848,-34803.9,0
2.88196e-07,0.0149813,-34816,0
2.88296e-07,0.0149778,-34828.1,0
2.88396e-07,0.0149743,-34840.2,0
2.88496e-07,0.0149709,-34852.2,0
2.88596e-07,0.0149674,-34864.3,0
2.88696e-07,0.0149639,-34876.4,0
2.88796e-07,0.0149604,-34888.5,0
2.88896e-07,0.0149569,-34900.6,0
2.88996e-07,0.0149534,-34912.6,0
2.89096e-07,0.0149499,-34924.7,0
2.89196e-07,0.0149464,-34936.8,0
2.89296e-07,0.0149429,-34948.9,0
2.89396e-07,0.0149394,-34960.9,0
2.89496e-07,0.0149359,-34973,0
2.89596e-07,0.0149324,-34985.1,0
2.89696e-07,0.0149289,-34997.2,0
2.89796e-07,0.0149254,-35009.3,0
2.89896e-07,0.0149219,-35021.3,0
2.89996e-07,0.0149184,-35033.4,0
2.90096e-07,0.0149149,-35045.5,0
2.90196e-07,0.0149114,-35057.6,0
2.90296e-07,0.0149079,-35069.7,0
2.90396e-07,0.0149044,-35081.7,0
2.90496e-07,0.0149009,-35093.8,0
2.90596e-07,0.0148974,-35105.9,0
2.90696e-07,0.0148939,-35118,0
2.90796e-07,0.0148904,-35130,0
2.90896e-07,0.0148869,-35142.1,0
2.90996e-07,0.0148834,-35154.2,0
2.91096e-07,0.0148798,-35166.3,0
2.91196e-07,0.0148763,-35178.4,0
2.91296e-07,0.0148728,-35190.4,0
